"idnum","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1"
"4470",7,5,"Some","Just enough","Female","No","At least one parent attended college",NA,"black","Yes","No","No",24,30
"4471",5,5,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,19
"4472",7,7,"Not enough","Some","Male","No","At least one parent attended college","hispanic","white",NA,"No","No",43,53
"4473",NA,NA,NA,"Not enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,35,NA
"4474",2,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",18,20
"4475",5,3,"Just enough","Just enough","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",27,28
"4476",4,6,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",31,28
"4477",6,7,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",22,25
"4478",3,1,"Not enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",24,25
"4479",NA,3,"Some","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",28,26
"4480",NA,NA,NA,NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,NA,34,NA
"4481",7,2,"Not enough",NA,"Female","No","Neither parent attended college","black","black",NA,"No","No",20,20
"4482",6,7,"Some",NA,"Female","No","At least one parent attended college",NA,NA,NA,"No","No",25,27
"4483",7,3,NA,NA,"Female","No","At least one parent attended college","black","hispanic",NA,NA,"No",25,32
"4484",NA,8,NA,"Some","Female","No","At least one parent attended college","hispanic","black",NA,"No",NA,32,NA
"4485",7,6,"Some",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",29,27
"4486",1,3,"Not enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",20,23
"4487",8,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",27,30
"4488",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",35,36
"4489",NA,7,NA,"Some","Male","No","At least one parent attended college","black","black",NA,"No",NA,22,NA
"4490",3,NA,"Just enough","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",20,29
"4491",9,NA,"Just enough",NA,"Female","No","At least one parent attended college",NA,"black","No","No","No",27,27
"4492",4,3,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",27,22
"4493",8,8,"Some","Some","Male","No","At least one parent attended college","white","hispanic",NA,"No","No",27,24
"4494",7,6,"Some",NA,"Female","No","Neither parent attended college","black","black",NA,NA,"No",41,33
"4495",NA,7,NA,"Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,25,NA
"4496",NA,1,NA,"Just enough","Male","No","Neither parent attended college","white","white",NA,"No",NA,26,NA
"4497",8,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",37,36
"4498",7,7,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",28,25
"4499",9,9,"Some","Some","Male","No","At least one parent attended college","hispanic","white",NA,"No","No",30,28
"4500",3,5,"Just enough",NA,"Female","No","At least one parent attended college",NA,"hispanic",NA,"No","No",20,21
"4501",9,NA,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",30,32
"4502",3,3,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",23,26
"4503",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",38,37
"4504",7,7,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",26,34
"4505",9,NA,"Some","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",19,21
"4506",9,NA,"Some",NA,"Female","No","At least one parent attended college",NA,"black","No",NA,"No",19,19
"4507",8,7,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",26,27
"4508",6,6,"Some","Some","Female","No","Neither parent attended college","white","black",NA,"No","No",36,46
"4509",NA,2,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",33,30
"4510",NA,3,NA,"Just enough","Female","No","Neither parent attended college","hispanic","black","No","No",NA,18,NA
"4511",8,NA,"Some","Just enough","Male","No","At least one parent attended college",NA,"white",NA,"No","No",27,31
"4512",NA,NA,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,16,NA
"4513",1,4,"Not enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",27,23
"4514",NA,7,NA,"Just enough","Male","No","Neither parent attended college","white","white",NA,"No",NA,39,NA
"4515",7,5,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",19,21
"4516",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,28,NA
"4517",9,NA,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",36,35
"4518",NA,1,NA,NA,"Female","No","Neither parent attended college","black","black","Yes","No",NA,19,NA
"4519",8,8,"Just enough","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",20,26
"4520",7,5,"Some","Some","Female","No","At least one parent attended college","hispanic","white",NA,"No","No",25,25
"4521",6,4,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,21
"4522",5,7,"Not enough","Some","Female","No","At least one parent attended college","black","black","No","No","No",18,19
"4523",NA,2,NA,"Some","Male","No","Neither parent attended college","black","black","No","No",NA,21,NA
"4524",NA,1,"Not enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",19,27
"4525",7,1,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",27,39
"4526",8,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",20,31
"4527",NA,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",22,19
"4528",NA,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",22,27
"4529",9,NA,"Some",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",39,47
"4530",NA,4,"Not enough","Not enough","Male","No","At least one parent attended college","black","black",NA,"No","No",24,23
"4531",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",28,24
"4532",NA,1,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,34,NA
"4533",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",37,27
"4534",4,3,"Some","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",23,30
"4535",NA,2,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,21,NA
"4536",NA,7,NA,"Some","Female","No","At least one parent attended college","hispanic","white",NA,"No",NA,23,NA
"4537",NA,6,NA,"Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,20,NA
"4538",NA,4,NA,"Not enough","Male","No","At least one parent attended college","hispanic","hispanic","Yes","No",NA,18,NA
"4539",8,7,"Some","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",21,20
"4540",NA,3,NA,"Just enough","Female","No","Neither parent attended college","white","black",NA,"No",NA,29,NA
"4541",NA,NA,NA,"Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,20,NA
"4542",7,7,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",36,45
"4543",5,3,"Some","Just enough","Female","No","At least one parent attended college","black","hispanic","Yes","No","No",20,26
"4544",5,5,"Just enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",24,25
"4545",9,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",40,34
"4546",NA,6,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,22,NA
"4547",3,1,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,23
"4548",NA,5,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",20,25
"4549",5,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,23
"4550",9,8,"Some","Just enough","Male","No","At least one parent attended college","hispanic","white",NA,"No","No",23,26
"4551",7,8,"Just enough",NA,"Male","No","At least one parent attended college","black","black",NA,NA,"No",32,40
"4552",NA,NA,NA,"Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,33,NA
"4553",NA,NA,NA,"Some","Female",NA,"Neither parent attended college","white",NA,NA,"No",NA,21,NA
"4554",NA,NA,"Not enough","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",21,22
"4555",NA,6,NA,"Some","Male","No","At least one parent attended college","black","hispanic","Yes","No",NA,27,NA
"4556",NA,3,"Not enough","Not enough","Male","No","At least one parent attended college","white",NA,"No","No","No",27,43
"4557",7,2,"Some","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",20,21
"4558",9,NA,"Just enough","Not enough","Male","No","At least one parent attended college","white","white",NA,"No","No",37,31
"4559",6,7,"Some","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",21,21
"4560",NA,2,"Some","Not enough","Female","No","Neither parent attended college","black","black","No","No","No",21,19
"4561",8,6,"Some","Some","Female","No","Neither parent attended college","white","black",NA,"No","No",22,21
"4562",1,NA,NA,NA,"Female","Yes","At least one parent attended college","white","hispanic","Yes","No","No",35,40
"4563",NA,8,NA,NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,NA,17,NA
"4564",6,5,"Just enough",NA,"Female","No","At least one parent attended college","black","black",NA,NA,"No",24,25
"4565",3,3,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",23,33
"4566",4,2,"Just enough","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",19,26
"4567",8,8,"Just enough","Some","Female","No","At least one parent attended college","hispanic","white",NA,"No","No",34,31
"4568",7,2,"Some","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",21,25
"4569",9,1,"Some","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",23,26
"4570",3,1,"Just enough",NA,"Male","No","Neither parent attended college","black","black",NA,NA,"No",33,21
"4571",NA,NA,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",21,25
"4572",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",41,39
"4573",6,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",24,27
"4574",NA,5,"Not enough","Just enough","Female","No","Neither parent attended college","white","white",NA,"No","No",28,47
"4575",NA,NA,NA,"Some","Male","No","Neither parent attended college","black","black",NA,"No",NA,18,NA
"4576",NA,4,NA,"Some","Male","No","At least one parent attended college","black","black","Yes","No",NA,25,NA
"4577",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,18,NA
"4578",NA,3,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",17,18
"4579",8,8,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",32,33
"4580",NA,2,NA,"Not enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,26,NA
"4581",NA,6,NA,"Some","Male","No","At least one parent attended college","black","black","Yes","No",NA,22,NA
"4582",7,NA,"Some",NA,"Female","No","Neither parent attended college","black","black","Yes","No","No",16,16
"4583",NA,1,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,26,NA
"4584",4,NA,"Not enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",25,23
"4585",7,6,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",23,24
"4586",9,NA,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",22,20
"4587",4,3,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",22,24
"4588",8,8,"Some","Some","Male","No","At least one parent attended college",NA,NA,NA,"No","No",27,31
"4589",NA,1,"Just enough","Just enough","Male","No","At least one parent attended college","black","black","No","No","No",22,22
"4590",6,6,"Just enough",NA,"Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,22
"4591",3,2,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",25,29
"4592",3,1,"Just enough","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",21,22
"4593",5,5,"Just enough","Some","Male","No","At least one parent attended college","hispanic","white",NA,"No","No",23,28
"4594",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",17,18
"4595",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",17,18
"4596",4,6,"Not enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",23,32
"4597",7,6,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",22,22
"4598",9,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",34,34
"4599",5,5,"Just enough","Not enough","Female","No","At least one parent attended college","white","white",NA,"No","No",31,25
"4600",9,NA,"Some","Some","Female","No","Neither parent attended college","white","white",NA,"No","No",33,34
"4601",NA,2,"Just enough",NA,"Female","No","Neither parent attended college","black","black",NA,NA,"No",40,53
"4602",5,3,"Just enough","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",24,23
"4603",6,6,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",21,28
"4604",NA,4,NA,"Some","Female","No","Neither parent attended college","black","black","Yes","No",NA,27,NA
"4605",1,1,"Not enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",28,31
"4606",7,NA,"Some",NA,"Male","No","Neither parent attended college","black","hispanic","Yes",NA,"No",21,24
"4607",NA,3,NA,"Just enough","Male","Yes","Neither parent attended college","black","black",NA,"No",NA,23,NA
"4608",NA,7,NA,"Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,31,NA
"4609",NA,NA,"Some",NA,"Male","No","At least one parent attended college","white","white",NA,"No","No",26,26
"4610",7,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",34,35
"4611",3,4,"Some","Just enough","Male","No","At least one parent attended college","hispanic","hispanic","Yes","Yes","Yes",36,46
"4612",8,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",26,25
"4613",NA,3,NA,"Some","Female",NA,"Neither parent attended college","hispanic","hispanic",NA,"No",NA,20,NA
"4614",2,NA,"Just enough","Just enough","Female","Yes","Neither parent attended college","hispanic","hispanic","Yes","No","No",34,36
"4615",NA,4,"Just enough","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",23,29
"4616",NA,2,NA,"Just enough","Male","No","At least one parent attended college","black","black",NA,"No",NA,29,NA
"4617",NA,NA,NA,"Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,24,NA
"4618",7,7,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",30,23
"4619",2,1,"Just enough","Just enough","Male","No","Neither parent attended college","white","hispanic",NA,"No","No",18,18
"4620",NA,2,NA,"Just enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,33,NA
"4621",NA,2,NA,"Some","Female","Yes","At least one parent attended college","black","black","Yes","No","No",29,34
"4622",2,2,"Just enough",NA,"Female","No","Neither parent attended college","black","black",NA,NA,"No",21,33
"4623",2,NA,"Just enough","Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",40,41
"4624",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic","No","Yes","No",19,19
"4625",NA,NA,"Just enough","Not enough","Female","No","At least one parent attended college","white","white",NA,"No","No",21,20
"4626",7,NA,"Not enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",40,45
"4627",1,9,"Not enough","Just enough","Male","No","At least one parent attended college","hispanic","black","No","No","No",21,22
"4628",3,8,"Some",NA,"Female","No","At least one parent attended college","hispanic","black","Yes","No","No",20,30
"4629",NA,NA,NA,NA,"Male","No","At least one parent attended college","black","black","No",NA,NA,28,NA
"4630",2,9,"Not enough","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",20,22
"4631",NA,9,"Some","Just enough","Male","No","At least one parent attended college",NA,"black","No","No","No",19,22
"4632",9,NA,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",26,26
"4633",NA,NA,"Just enough","Not enough","Female","No","Neither parent attended college","black","black",NA,"No","No",16,18
"4634",7,5,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",22,24
"4635",5,5,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",19,26
"4636",NA,3,NA,"Some","Male","No","Neither parent attended college","black","black","Yes","No",NA,22,NA
"4637",9,NA,"Some",NA,"Male","No","At least one parent attended college","white",NA,NA,"No","No",31,31
"4638",9,NA,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","No",23,53
"4639",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,26
"4640",NA,NA,NA,"Some","Male","No","Neither parent attended college","white","white",NA,"No",NA,21,NA
"4641",NA,2,NA,"Some","Female","No","Neither parent attended college","black","hispanic","No","No",NA,18,NA
"4642",9,7,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",23,33
"4643",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",37,32
"4644",8,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",21,20
"4645",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,33,NA
"4646",8,7,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",22,29
"4647",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",28,29
"4648",4,2,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",22,19
"4649",8,3,"Not enough","Some","Female","No","At least one parent attended college","black","hispanic",NA,"No","No",28,25
"4650",1,7,"Some","Some","Male","No","Neither parent attended college","black","hispanic",NA,"No","No",19,29
"4651",NA,9,NA,"Just enough","Male","No","Neither parent attended college","white","white",NA,"No",NA,21,NA
"4652",NA,NA,NA,NA,"Male","Yes","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",21,22
"4653",7,3,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",36,31
"4654",9,9,"Some","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",19,26
"4655",NA,1,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",16,20
"4656",NA,8,"Some","Some","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",19,25
"4657",7,6,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",26,25
"4658",6,6,"Just enough","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",32,32
"4659",6,3,"Some","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",27,41
"4660",9,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",32,33
"4661",3,1,"Some",NA,"Female","No","Neither parent attended college","black","black","No","No","No",19,23
"4662",7,4,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",16,19
"4663",NA,2,"Just enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",23,28
"4664",6,2,"Just enough","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",25,34
"4665",7,7,"Some",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",33,40
"4666",NA,2,NA,"Some","Female","No","Neither parent attended college","black","black",NA,"No",NA,20,NA
"4667",NA,8,NA,"Some","Male","No","At least one parent attended college",NA,"hispanic",NA,"No",NA,22,NA
"4668",4,NA,"Some","Just enough","Male","Yes","Neither parent attended college","hispanic","hispanic","Yes","Yes","Yes",23,23
"4669",7,7,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",37,45
"4670",NA,7,NA,"Some","Female","No","Neither parent attended college","white","white",NA,"No",NA,28,NA
"4671",NA,NA,"Just enough","Just enough","Female","No","At least one parent attended college","black","black","Yes","No","No",20,24
"4672",2,1,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",24,31
"4673",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",30,33
"4674",1,3,"Just enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",29,24
"4675",NA,8,"Some","Just enough","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","Yes",24,25
"4676",NA,6,"Some","Just enough","Male","Yes","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,18
"4677",6,4,"Some",NA,"Male","No","At least one parent attended college","black","black",NA,NA,"No",32,35
"4678",9,9,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No","No",36,36
"4679",NA,NA,"Not enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",18,20
"4680",8,8,"Some","Some","Female","No","At least one parent attended college","white","black",NA,"Yes","No",27,29
"4681",4,3,"Not enough","Not enough","Male","No","Neither parent attended college",NA,"white",NA,"No","Yes",25,29
"4682",5,2,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",24,29
"4683",NA,1,NA,"Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,27,NA
"4684",9,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",29,33
"4685",NA,1,NA,"Just enough","Male","No","Neither parent attended college","black","black","Yes","No",NA,24,NA
"4686",NA,2,NA,NA,"Male","No","At least one parent attended college","black","hispanic","No",NA,"No",34,50
"4687",3,2,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",26,23
"4688",9,9,"Some","Some","Male","No","At least one parent attended college","white",NA,NA,"No","No",29,30
"4689",7,7,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",37,44
"4690",NA,8,NA,"Some","Male","No","At least one parent attended college","white",NA,NA,"No",NA,35,NA
"4691",7,2,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",28,27
"4692",4,1,"Just enough",NA,"Female","No","Neither parent attended college","black","black","No","No","No",17,19
"4693",NA,8,"Just enough",NA,"Male","No","At least one parent attended college","hispanic","white",NA,"No","No",32,29
"4694",NA,5,NA,"Some","Female","No","At least one parent attended college","black","black","No","No",NA,37,NA
"4695",NA,NA,NA,"Some","Female","No","Neither parent attended college","hispanic","hispanic","Yes","Yes",NA,34,NA
"4696",6,8,"Some","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",24,34
"4697",NA,1,NA,"Some","Male","No","At least one parent attended college","black","white",NA,"No",NA,24,NA
"4698",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",28,28
"4699",8,8,"Some","Some","Male","No","At least one parent attended college","white","hispanic",NA,"No","No",27,28
"4700",NA,7,"Just enough","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",21,27
"4701",NA,2,"Some","Not enough","Male","No","At least one parent attended college","white","white",NA,"No","No",18,34
"4702",NA,6,NA,NA,"Male",NA,"Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,36,NA
"4703",NA,5,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,31,NA
"4704",NA,5,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,28
"4705",7,NA,"Some","Some","Male","Yes","Neither parent attended college","black","black","Yes","No","No",19,20
"4706",7,2,"Just enough","Not enough","Male","No","Neither parent attended college","black","black","Yes","No","No",18,20
"4707",7,8,"Just enough","Not enough","Female","No","At least one parent attended college","black","black","No","No","No",20,22
"4708",3,5,"Some","Some","Male","No","Neither parent attended college","hispanic","hispanic","No","No","Yes",24,22
"4709",6,7,"Some","Some","Male","No","Neither parent attended college","hispanic","white",NA,"No","No",22,32
"4710",8,NA,"Just enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,25
"4711",9,7,"Some","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",37,38
"4712",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,21,NA
"4713",8,7,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,34
"4714",NA,2,NA,NA,"Male","No","At least one parent attended college","black","black","No",NA,NA,27,NA
"4715",8,4,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",29,35
"4716",4,1,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",26,26
"4717",NA,9,NA,"Just enough","Female","No","Neither parent attended college","white","white",NA,"No",NA,32,NA
"4718",4,5,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,21
"4719",6,3,"Just enough","Just enough","Female","No","Neither parent attended college","white","white",NA,"No","No",23,25
"4720",2,2,"Not enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic","Yes",NA,"Yes",18,21
"4721",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","black","black","Yes","No",NA,16,NA
"4722",NA,3,NA,"Just enough","Female","No","At least one parent attended college","hispanic","hispanic","No","Yes",NA,24,NA
"4723",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",21,24
"4724",7,4,"Some",NA,"Female","No","Neither parent attended college","black","black",NA,NA,"No",21,25
"4725",NA,8,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",24,32
"4726",4,NA,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",28,39
"4727",NA,NA,NA,"Not enough","Male","No","Neither parent attended college","black","black","No","No",NA,18,NA
"4728",9,8,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",27,32
"4729",8,NA,"Some","Just enough","Female","No","Neither parent attended college","white","white",NA,"No","No",24,24
"4730",NA,NA,NA,NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"No",34,30
"4731",NA,NA,NA,NA,"Female","No","Neither parent attended college","black","black",NA,NA,NA,36,NA
"4732",NA,3,NA,"Just enough","Male","No","At least one parent attended college","hispanic","hispanic","No","No",NA,40,NA
"4733",NA,1,"Not enough","Not enough","Female","No","Neither parent attended college","black","black","Yes","No","No",25,32
"4734",7,7,"Just enough","Some","Male","No","Neither parent attended college","white","white",NA,"No","No",18,21
"4735",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",18,22
"4736",4,5,"Just enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",21,23
"4737",4,NA,"Not enough","Some","Female","No","At least one parent attended college",NA,NA,NA,"No","No",29,33
"4738",NA,2,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,21,NA
"4739",6,7,"Just enough","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",23,26
"4740",3,7,"Just enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",19,18
"4741",NA,6,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",28,28
"4742",1,NA,"Some",NA,"Female","No","Neither parent attended college","black","black",NA,"No","No",18,21
"4743",NA,7,NA,"Some","Female","No","At least one parent attended college","black","black",NA,"No",NA,24,NA
"4744",7,6,"Some","Some","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",24,22
"4745",NA,6,NA,"Some","Female","No","Neither parent attended college","black","black",NA,"No",NA,21,NA
"4746",NA,NA,NA,"Not enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No",NA,31,NA
