"idnum","cm1edu","cf1edu","cm1povca","cf1povca","povstatus","edustatus","f4b7a","m4b7a","child_attend_kindergarten"
"3752",3,2,3,3,"low-income","At least one parent attended college",1,2,"no"
"3753",2,3,3,4,"high-income","At least one parent attended college",-9,1,"yes"
"3754",2,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"3755",2,2,4,4,"high-income","Neither parent attended college",-6,2,"no"
"3756",2,1,3,5,"high-income","Neither parent attended college",-9,-9,NA
"3757",1,2,4,4,"high-income","Neither parent attended college",-6,-9,NA
"3758",3,2,2,5,"high-income","At least one parent attended college",-6,-5,NA
"3759",1,2,1,3,"low-income","Neither parent attended college",-6,-6,NA
"3760",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3761",3,2,2,5,"high-income","At least one parent attended college",-6,-6,NA
"3762",3,-3,3,-9,"low-income","At least one parent attended college",-6,2,"no"
"3763",1,2,2,2,"low-income","Neither parent attended college",-6,-5,NA
"3764",2,2,2,2,"low-income","Neither parent attended college",-6,-9,NA
"3765",1,1,4,1,"high-income","Neither parent attended college",-9,-9,NA
"3766",1,1,1,-9,"low-income","Neither parent attended college",2,1,"no"
"3767",4,4,5,-9,"high-income","At least one parent attended college",-9,2,"no"
"3768",2,1,2,3,"low-income","Neither parent attended college",-6,-5,NA
"3769",4,2,5,5,"high-income","At least one parent attended college",-9,2,"no"
"3770",3,3,4,5,"high-income","At least one parent attended college",-9,-6,NA
"3771",2,2,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"3772",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3773",1,1,3,2,"low-income","Neither parent attended college",-9,-9,NA
"3774",3,4,1,5,"high-income","At least one parent attended college",-6,-9,NA
"3775",4,4,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3776",2,2,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3777",2,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"3778",2,1,1,4,"high-income","Neither parent attended college",2,2,"no"
"3779",1,2,1,2,"low-income","Neither parent attended college",-9,-5,NA
"3780",1,4,2,5,"high-income","At least one parent attended college",1,-9,"yes"
"3781",2,2,3,5,"high-income","Neither parent attended college",-6,1,"yes"
"3782",3,3,1,-9,"low-income","At least one parent attended college",-9,-6,NA
"3783",2,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"3784",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3785",3,3,4,-9,"high-income","At least one parent attended college",-9,-9,NA
"3786",2,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"3787",4,4,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3788",4,3,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"3789",2,2,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3790",1,1,4,5,"high-income","Neither parent attended college",-9,1,"yes"
"3791",2,1,3,4,"high-income","Neither parent attended college",-9,-6,NA
"3792",3,2,2,-9,"low-income","At least one parent attended college",-6,1,"yes"
"3793",3,-3,3,-9,"low-income","At least one parent attended college",-9,-5,NA
"3794",3,-3,3,-9,"low-income","At least one parent attended college",-9,-6,NA
"3795",1,3,4,4,"high-income","At least one parent attended college",-6,-5,NA
"3796",3,4,2,-9,"low-income","At least one parent attended college",-6,-6,NA
"3797",1,1,2,2,"low-income","Neither parent attended college",1,1,"yes"
"3798",1,1,3,3,"low-income","Neither parent attended college",2,-6,"no"
"3799",2,-3,3,-9,"low-income","Neither parent attended college",1,1,"yes"
"3800",1,1,3,-9,"low-income","Neither parent attended college",-6,2,"no"
"3801",3,3,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"3802",3,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"3803",1,1,1,4,"high-income","Neither parent attended college",-9,-6,NA
"3804",2,2,1,1,"low-income","Neither parent attended college",-9,-9,NA
"3805",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"3806",2,2,3,3,"low-income","Neither parent attended college",-9,-9,NA
"3807",3,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"3808",1,2,4,-9,"high-income","Neither parent attended college",-9,-6,NA
"3809",1,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3810",2,2,3,4,"high-income","Neither parent attended college",1,1,"yes"
"3811",3,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3812",2,2,3,3,"low-income","Neither parent attended college",-9,-6,NA
"3813",2,-3,2,-9,"low-income","Neither parent attended college",1,-6,"yes"
"3814",2,1,1,1,"low-income","Neither parent attended college",-9,-9,NA
"3815",1,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"3816",3,1,4,4,"high-income","At least one parent attended college",1,-6,"yes"
"3817",1,2,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"3818",2,2,5,-9,"high-income","Neither parent attended college",-9,-9,NA
"3819",2,2,3,3,"low-income","Neither parent attended college",2,2,"no"
"3820",3,2,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3821",3,2,2,-9,"low-income","At least one parent attended college",-9,-5,NA
"3822",1,3,4,4,"high-income","At least one parent attended college",1,-9,"yes"
"3823",3,1,2,-9,"low-income","At least one parent attended college",-6,-6,NA
"3824",2,2,1,1,"low-income","Neither parent attended college",-6,2,"no"
"3825",2,4,4,4,"high-income","At least one parent attended college",-6,2,"no"
"3826",1,2,1,2,"low-income","Neither parent attended college",-6,-5,NA
"3827",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3828",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3829",1,-3,4,-9,"high-income","Neither parent attended college",-9,-6,NA
"3830",1,2,2,-9,"low-income","Neither parent attended college",-9,2,"no"
"3831",2,-3,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3832",2,1,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3833",1,2,1,-9,"low-income","Neither parent attended college",-6,1,"yes"
"3834",1,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"3835",1,3,1,1,"low-income","At least one parent attended college",-6,-6,NA
"3836",2,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3837",2,2,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3838",2,2,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"3839",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3840",1,2,3,1,"low-income","Neither parent attended college",-6,1,"yes"
"3841",2,2,3,-9,"low-income","Neither parent attended college",-9,2,"no"
"3842",1,-3,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"3843",2,1,3,1,"low-income","Neither parent attended college",-6,1,"yes"
"3844",1,-3,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"3845",1,1,2,1,"low-income","Neither parent attended college",-9,1,"yes"
"3846",2,2,1,2,"low-income","Neither parent attended college",-9,-6,NA
"3847",2,3,3,5,"high-income","At least one parent attended college",-6,-9,NA
"3848",1,1,2,1,"low-income","Neither parent attended college",-6,2,"no"
"3849",2,3,3,-9,"low-income","At least one parent attended college",-6,1,"yes"
"3850",3,3,2,-9,"low-income","At least one parent attended college",-9,-5,NA
"3851",3,4,4,5,"high-income","At least one parent attended college",2,2,"no"
"3852",3,3,3,4,"high-income","At least one parent attended college",-6,2,"no"
"3853",1,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3854",2,1,3,3,"low-income","Neither parent attended college",2,2,"no"
"3855",1,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3856",1,2,1,-9,"low-income","Neither parent attended college",-6,2,"no"
"3857",2,1,2,1,"low-income","Neither parent attended college",1,-6,"yes"
"3858",3,3,3,4,"high-income","At least one parent attended college",-9,-9,NA
"3859",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"3860",2,1,3,1,"low-income","Neither parent attended college",-9,-6,NA
"3861",3,1,5,-9,"high-income","At least one parent attended college",-6,-6,NA
"3862",1,1,2,3,"low-income","Neither parent attended college",1,-6,"yes"
"3863",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3864",3,1,5,5,"high-income","At least one parent attended college",-9,-9,NA
"3865",1,3,3,-9,"low-income","At least one parent attended college",1,-6,"yes"
"3866",3,1,3,3,"low-income","At least one parent attended college",-9,1,"yes"
"3867",1,1,2,3,"low-income","Neither parent attended college",2,2,"no"
"3868",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3869",2,2,5,4,"high-income","Neither parent attended college",-6,1,"yes"
"3870",3,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3871",3,3,4,4,"high-income","At least one parent attended college",-9,-9,NA
"3872",3,3,4,5,"high-income","At least one parent attended college",-6,2,"no"
"3873",2,2,4,2,"high-income","Neither parent attended college",2,2,"no"
"3874",2,3,4,4,"high-income","At least one parent attended college",-6,1,"yes"
"3875",3,3,1,1,"low-income","At least one parent attended college",2,2,"no"
"3876",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3877",2,3,3,5,"high-income","At least one parent attended college",-6,-9,NA
"3878",3,4,5,-9,"high-income","At least one parent attended college",-9,1,"yes"
"3879",1,2,4,4,"high-income","Neither parent attended college",-9,-9,NA
"3880",4,3,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"3881",1,2,1,1,"low-income","Neither parent attended college",2,2,"no"
"3882",1,1,2,3,"low-income","Neither parent attended college",-9,-6,NA
"3883",3,1,3,2,"low-income","At least one parent attended college",-6,1,"yes"
"3884",2,2,3,5,"high-income","Neither parent attended college",-6,-6,NA
"3885",3,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"3886",3,-3,1,-9,"low-income","At least one parent attended college",-9,-6,NA
"3887",1,1,1,3,"low-income","Neither parent attended college",1,2,"no"
"3888",1,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3889",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3890",2,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"3891",2,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"3892",2,2,3,3,"low-income","Neither parent attended college",-9,1,"yes"
"3893",3,3,5,3,"high-income","At least one parent attended college",-6,-6,NA
"3894",1,1,3,-9,"low-income","Neither parent attended college",1,1,"yes"
"3895",3,3,3,3,"low-income","At least one parent attended college",1,2,"no"
"3896",1,-3,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"3897",3,3,2,2,"low-income","At least one parent attended college",-6,-6,NA
"3898",3,3,2,5,"high-income","At least one parent attended college",-9,-9,NA
"3899",1,1,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3900",1,1,1,1,"low-income","Neither parent attended college",-9,-9,NA
"3901",3,2,2,-9,"low-income","At least one parent attended college",1,-6,"yes"
"3902",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3903",1,1,4,4,"high-income","Neither parent attended college",1,-6,"yes"
"3904",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"3905",3,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"3906",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3907",3,4,4,4,"high-income","At least one parent attended college",-9,-9,NA
"3908",2,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"3909",3,3,4,4,"high-income","At least one parent attended college",-6,1,"yes"
"3910",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3911",3,2,5,5,"high-income","At least one parent attended college",2,2,"no"
"3912",1,1,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"3913",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3914",1,1,2,2,"low-income","Neither parent attended college",-9,2,"no"
"3915",4,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"3916",1,1,1,1,"low-income","Neither parent attended college",2,2,"no"
"3917",2,2,5,-9,"high-income","Neither parent attended college",-9,1,"yes"
"3918",2,4,4,4,"high-income","At least one parent attended college",-9,-9,NA
"3919",1,1,1,1,"low-income","Neither parent attended college",1,1,"yes"
"3920",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"3921",3,2,4,-9,"high-income","At least one parent attended college",-9,-6,NA
"3922",1,2,1,1,"low-income","Neither parent attended college",-9,1,"yes"
"3923",3,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3924",3,1,1,1,"low-income","At least one parent attended college",-9,-9,NA
"3925",3,2,1,1,"low-income","At least one parent attended college",-6,2,"no"
"3926",3,1,2,2,"low-income","At least one parent attended college",2,1,"no"
"3927",3,2,5,5,"high-income","At least one parent attended college",-9,-9,NA
"3928",3,2,5,5,"high-income","At least one parent attended college",-9,-6,NA
"3929",3,1,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"3930",3,1,2,1,"low-income","At least one parent attended college",-6,1,"yes"
"3931",3,2,5,4,"high-income","At least one parent attended college",2,2,"no"
"3932",2,2,1,4,"high-income","Neither parent attended college",-6,-6,NA
"3933",2,2,1,4,"high-income","Neither parent attended college",-6,-6,NA
"3934",2,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3935",3,1,4,4,"high-income","At least one parent attended college",-6,1,"yes"
"3936",3,4,5,4,"high-income","At least one parent attended college",-9,-9,NA
"3937",1,1,1,1,"low-income","Neither parent attended college",1,-6,"yes"
"3938",1,-3,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3939",3,2,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3940",2,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3941",2,1,2,2,"low-income","Neither parent attended college",-6,-9,NA
"3942",1,2,3,1,"low-income","Neither parent attended college",1,2,"no"
"3943",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3944",2,3,1,1,"low-income","At least one parent attended college",-6,2,"no"
"3945",2,3,2,2,"low-income","At least one parent attended college",-9,1,"yes"
"3946",4,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3947",2,2,3,3,"low-income","Neither parent attended college",2,2,"no"
"3948",1,-3,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3949",4,3,3,3,"low-income","At least one parent attended college",-9,-9,NA
"3950",4,2,4,5,"high-income","At least one parent attended college",-6,-6,NA
"3951",3,2,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"3952",3,4,3,3,"low-income","At least one parent attended college",2,2,"no"
"3953",1,4,1,3,"low-income","At least one parent attended college",-6,1,"yes"
"3954",4,4,5,5,"high-income","At least one parent attended college",-9,-6,NA
"3955",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"3956",3,2,2,5,"high-income","At least one parent attended college",-6,1,"yes"
"3957",3,3,1,4,"high-income","At least one parent attended college",-6,-6,NA
"3958",1,1,3,3,"low-income","Neither parent attended college",-9,1,"yes"
"3959",4,4,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3960",1,1,1,1,"low-income","Neither parent attended college",-9,-6,NA
"3961",3,3,1,-9,"low-income","At least one parent attended college",-6,-6,NA
"3962",1,1,4,4,"high-income","Neither parent attended college",-9,-9,NA
"3963",3,2,5,-9,"high-income","At least one parent attended college",-6,-6,NA
"3964",2,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3965",2,-3,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3966",2,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"3967",2,1,1,-9,"low-income","Neither parent attended college",-6,-9,NA
"3968",1,2,1,5,"high-income","Neither parent attended college",1,-6,"yes"
"3969",2,3,4,3,"high-income","At least one parent attended college",-6,-6,NA
"3970",1,1,1,1,"low-income","Neither parent attended college",-9,2,"no"
"3971",3,2,3,3,"low-income","At least one parent attended college",-9,1,"yes"
"3972",2,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3973",1,1,2,2,"low-income","Neither parent attended college",-9,-6,NA
"3974",3,2,4,5,"high-income","At least one parent attended college",1,-6,"yes"
"3975",2,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"3976",1,1,2,2,"low-income","Neither parent attended college",-9,-9,NA
"3977",1,1,3,5,"high-income","Neither parent attended college",1,-6,"yes"
"3978",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"3979",1,1,1,1,"low-income","Neither parent attended college",2,2,"no"
"3980",1,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"3981",2,1,4,4,"high-income","Neither parent attended college",-9,2,"no"
"3982",2,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"3983",2,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"3984",2,2,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"3985",3,3,3,-9,"low-income","At least one parent attended college",-9,-9,NA
"3986",1,2,2,3,"low-income","Neither parent attended college",-9,-6,NA
"3987",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"3988",3,1,1,-9,"low-income","At least one parent attended college",-9,1,"yes"
"3989",1,2,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3990",4,3,3,4,"high-income","At least one parent attended college",-9,-6,NA
"3991",3,1,4,4,"high-income","At least one parent attended college",-9,1,"yes"
"3992",1,1,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3993",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3994",3,1,2,2,"low-income","At least one parent attended college",-6,-6,NA
"3995",2,2,4,4,"high-income","Neither parent attended college",-9,2,"no"
"3996",2,3,2,2,"low-income","At least one parent attended college",-6,-6,NA
"3997",3,1,1,5,"high-income","At least one parent attended college",-6,-6,NA
"3998",4,2,4,4,"high-income","At least one parent attended college",-6,-6,NA
"3999",1,1,4,4,"high-income","Neither parent attended college",-6,-6,NA
"4000",2,3,2,-9,"low-income","At least one parent attended college",1,1,"yes"
"4001",1,1,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"4002",2,2,3,-9,"low-income","Neither parent attended college",-6,1,"yes"
"4003",1,2,1,1,"low-income","Neither parent attended college",2,2,"no"
"4004",3,3,4,3,"high-income","At least one parent attended college",2,2,"no"
"4005",3,1,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4006",1,2,2,2,"low-income","Neither parent attended college",-9,-6,NA
"4007",3,2,5,5,"high-income","At least one parent attended college",2,2,"no"
"4008",4,2,3,3,"low-income","At least one parent attended college",-6,2,"no"
"4009",2,3,3,4,"high-income","At least one parent attended college",-6,-6,NA
"4010",1,2,1,2,"low-income","Neither parent attended college",-6,-6,NA
"4011",1,3,4,-9,"high-income","At least one parent attended college",-6,-6,NA
"4012",1,2,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4013",2,3,4,4,"high-income","At least one parent attended college",1,2,"no"
"4014",2,1,1,1,"low-income","Neither parent attended college",2,1,"no"
"4015",3,2,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4016",1,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"4017",1,-3,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"4018",1,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"4019",2,2,3,3,"low-income","Neither parent attended college",-6,1,"yes"
"4020",3,2,4,4,"high-income","At least one parent attended college",-6,2,"no"
"4021",2,3,1,4,"high-income","At least one parent attended college",-9,-5,NA
"4022",-3,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"4023",1,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"4024",2,2,4,-9,"high-income","Neither parent attended college",-9,-5,NA
"4025",1,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"4026",2,3,2,1,"low-income","At least one parent attended college",1,2,"no"
"4027",2,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"4028",4,3,5,5,"high-income","At least one parent attended college",-9,2,"no"
"4029",4,3,4,-9,"high-income","At least one parent attended college",-9,-9,NA
"4030",1,1,1,1,"low-income","Neither parent attended college",1,2,"no"
"4031",1,1,3,3,"low-income","Neither parent attended college",2,2,"no"
"4032",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4033",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4034",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"4035",4,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"4036",2,3,3,2,"low-income","At least one parent attended college",-6,-6,NA
"4037",3,1,5,-9,"high-income","At least one parent attended college",-9,-6,NA
"4038",3,4,4,4,"high-income","At least one parent attended college",2,2,"no"
"4039",1,1,3,3,"low-income","Neither parent attended college",-9,2,"no"
"4040",1,1,2,2,"low-income","Neither parent attended college",-6,1,"yes"
"4041",2,2,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"4042",2,2,4,4,"high-income","Neither parent attended college",-6,-6,NA
"4043",1,1,3,1,"low-income","Neither parent attended college",1,1,"yes"
"4044",3,2,4,4,"high-income","At least one parent attended college",-9,-6,NA
"4045",3,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"4046",1,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4047",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4048",1,2,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"4049",1,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"4050",2,1,1,1,"low-income","Neither parent attended college",1,1,"yes"
"4051",2,2,2,4,"high-income","Neither parent attended college",-6,2,"no"
"4052",4,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"4053",3,4,3,4,"high-income","At least one parent attended college",-6,1,"yes"
"4054",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"4055",2,1,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"4056",1,-3,2,-9,"low-income","Neither parent attended college",-9,-6,NA
"4057",2,2,4,4,"high-income","Neither parent attended college",-9,2,"no"
"4058",3,2,4,-9,"high-income","At least one parent attended college",-9,1,"yes"
"4059",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4060",1,2,1,1,"low-income","Neither parent attended college",-6,-5,NA
"4061",3,1,3,-9,"low-income","At least one parent attended college",-6,-6,NA
"4062",3,2,3,4,"high-income","At least one parent attended college",1,-6,"yes"
"4063",1,2,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"4064",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"4065",1,1,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"4066",1,1,4,3,"high-income","Neither parent attended college",-6,-6,NA
"4067",1,1,3,3,"low-income","Neither parent attended college",-6,2,"no"
"4068",1,2,5,-9,"high-income","Neither parent attended college",-9,1,"yes"
"4069",2,1,4,4,"high-income","Neither parent attended college",-6,-5,NA
"4070",1,1,2,2,"low-income","Neither parent attended college",-6,2,"no"
"4071",1,1,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"4072",2,1,2,3,"low-income","Neither parent attended college",1,-6,"yes"
"4073",3,2,3,4,"high-income","At least one parent attended college",-9,-6,NA
"4074",2,2,5,5,"high-income","Neither parent attended college",1,2,"no"
"4075",3,2,4,4,"high-income","At least one parent attended college",-9,-9,NA
"4076",1,1,1,5,"high-income","Neither parent attended college",-9,-5,NA
"4077",2,1,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"4078",1,-3,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4079",1,1,1,4,"high-income","Neither parent attended college",-6,1,"yes"
"4080",1,2,2,1,"low-income","Neither parent attended college",-6,-9,NA
"4081",1,1,4,-9,"high-income","Neither parent attended college",-6,-9,NA
"4082",1,1,3,3,"low-income","Neither parent attended college",-6,1,"yes"
"4083",3,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"4084",4,1,5,5,"high-income","At least one parent attended college",-9,2,"no"
"4085",1,2,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"4086",3,2,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4087",2,2,2,2,"low-income","Neither parent attended college",-6,1,"yes"
"4088",2,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"4089",1,1,1,4,"high-income","Neither parent attended college",-9,1,"yes"
"4090",3,2,3,3,"low-income","At least one parent attended college",1,-6,"yes"
"4091",2,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4092",3,1,3,3,"low-income","At least one parent attended college",-9,2,"no"
"4093",1,1,3,3,"low-income","Neither parent attended college",-6,-5,NA
"4094",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"4095",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"4096",1,1,2,2,"low-income","Neither parent attended college",1,1,"yes"
"4097",3,3,3,-9,"low-income","At least one parent attended college",-9,-6,NA
"4098",2,2,4,4,"high-income","Neither parent attended college",-9,-6,NA
"4099",3,3,1,1,"low-income","At least one parent attended college",-6,2,"no"
"4100",1,1,1,2,"low-income","Neither parent attended college",-6,1,"yes"
"4101",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"4102",1,1,4,4,"high-income","Neither parent attended college",2,-6,"no"
"4103",2,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"4104",1,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"4105",1,1,3,3,"low-income","Neither parent attended college",1,-6,"yes"
"4106",4,2,3,-9,"low-income","At least one parent attended college",-6,1,"yes"
"4107",4,2,2,2,"low-income","At least one parent attended college",-6,-6,NA
"4108",2,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"4109",1,2,1,4,"high-income","Neither parent attended college",-9,1,"yes"
"4110",2,2,4,-9,"high-income","Neither parent attended college",-9,-9,NA
"4111",3,1,4,3,"high-income","At least one parent attended college",-6,-6,NA
"4112",1,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"4113",3,4,4,4,"high-income","At least one parent attended college",1,-6,"yes"
"4114",3,2,3,3,"low-income","At least one parent attended college",-6,1,"yes"
"4115",1,1,2,2,"low-income","Neither parent attended college",-9,-9,NA
"4116",1,3,3,3,"low-income","At least one parent attended college",-9,-5,NA
"4117",3,3,4,3,"high-income","At least one parent attended college",-6,-9,NA
"4118",2,1,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"4119",1,1,5,5,"high-income","Neither parent attended college",-6,-6,NA
"4120",3,4,5,-9,"high-income","At least one parent attended college",1,2,"no"
"4121",3,2,3,3,"low-income","At least one parent attended college",1,2,"no"
"4122",2,3,5,5,"high-income","At least one parent attended college",1,2,"no"
"4123",2,-3,1,-9,"low-income","Neither parent attended college",-6,-6,NA
"4124",4,3,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"4125",3,4,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"4126",1,1,1,1,"low-income","Neither parent attended college",-9,-9,NA
"4127",1,2,4,4,"high-income","Neither parent attended college",-9,-9,NA
"4128",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"4129",2,3,4,-9,"high-income","At least one parent attended college",-6,1,"yes"
"4130",2,2,4,5,"high-income","Neither parent attended college",1,1,"yes"
"4131",3,-3,3,-9,"low-income","At least one parent attended college",-9,-6,NA
"4132",2,2,2,3,"low-income","Neither parent attended college",-6,-6,NA
"4133",3,3,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"4134",2,2,5,-9,"high-income","Neither parent attended college",-9,-9,NA
"4135",2,1,1,2,"low-income","Neither parent attended college",1,-6,"yes"
"4136",1,1,2,3,"low-income","Neither parent attended college",-9,-9,NA
"4137",3,1,3,3,"low-income","At least one parent attended college",-6,1,"yes"
"4138",2,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"4139",2,2,2,1,"low-income","Neither parent attended college",-6,-6,NA
"4140",1,2,3,5,"high-income","Neither parent attended college",-9,-9,NA
"4141",1,1,3,3,"low-income","Neither parent attended college",-6,-5,NA
"4142",1,1,5,-9,"high-income","Neither parent attended college",-9,1,"yes"
"4143",2,2,4,5,"high-income","Neither parent attended college",-9,-6,NA
"4144",1,1,1,1,"low-income","Neither parent attended college",-6,1,"yes"
