"idnum","child_attend_kindergarten","povstatus"
"3498","yes","high-income"
"3499","yes","low-income"
"3500","no","high-income"
"3501","yes","low-income"
"3502",NA,"low-income"
"3503","yes","low-income"
"3504","yes","high-income"
"3505",NA,"high-income"
"3506","yes","high-income"
"3507","no","high-income"
"3508","yes","low-income"
"3509",NA,"low-income"
"3510","yes","low-income"
"3511",NA,"high-income"
"3512","yes","high-income"
"3513","yes","low-income"
"3514","yes","low-income"
"3515",NA,"low-income"
"3516","yes","high-income"
"3517","yes","high-income"
"3518","yes","low-income"
"3519","yes","high-income"
"3520",NA,"low-income"
"3521",NA,"low-income"
"3522","yes","high-income"
"3523","yes","high-income"
"3524","yes","high-income"
"3525","yes","low-income"
"3526","yes","low-income"
"3527","yes","low-income"
"3528","yes","low-income"
"3529","yes","low-income"
"3530","no","high-income"
"3531","yes","high-income"
"3532","yes","high-income"
"3533","yes","high-income"
"3534","yes","low-income"
"3535","yes","low-income"
"3536","no","low-income"
"3537","yes","low-income"
"3538",NA,"high-income"
"3539","yes","low-income"
"3540","yes","high-income"
"3541","yes","high-income"
"3542","no","high-income"
"3543","yes","high-income"
"3544","yes","high-income"
"3545","yes","high-income"
"3546","yes","low-income"
"3547","yes","high-income"
"3548","yes","high-income"
"3549","yes","high-income"
"3550",NA,"high-income"
"3551","no","high-income"
"3552","yes","high-income"
"3553","yes","low-income"
"3554",NA,"low-income"
"3555","yes","low-income"
"3556","yes","low-income"
"3557","yes","high-income"
"3558","yes","low-income"
"3559","yes","low-income"
"3560",NA,"high-income"
"3561","no","low-income"
"3562","yes","high-income"
"3563","yes","high-income"
"3564","no","high-income"
"3565","yes","high-income"
"3566","yes","low-income"
"3567","no","low-income"
"3568","yes","low-income"
"3569",NA,"low-income"
"3570","yes","high-income"
"3571","no","high-income"
"3572","no","high-income"
"3573","yes","high-income"
"3574","yes","high-income"
"3575","no","low-income"
"3576","yes","low-income"
"3577","yes","low-income"
"3578","yes","high-income"
"3579","yes","low-income"
"3580","yes","low-income"
"3581","yes","high-income"
"3582","yes","high-income"
"3583","yes","low-income"
"3584","yes","high-income"
"3585","yes","low-income"
"3586","yes","low-income"
"3587","yes","high-income"
"3588","no","high-income"
"3589","no","low-income"
"3590","yes","high-income"
"3591","yes","low-income"
"3592","yes","high-income"
"3593","yes","high-income"
"3594","yes","low-income"
"3595","yes","high-income"
"3596",NA,"high-income"
"3597","yes","low-income"
"3598","yes","low-income"
"3599","no","low-income"
"3600","no","low-income"
"3601","yes","low-income"
"3602",NA,"high-income"
"3603","yes","high-income"
"3604","no","low-income"
"3605","yes","low-income"
"3606","yes","low-income"
"3607","yes","high-income"
"3608",NA,"high-income"
"3609",NA,"high-income"
"3610","yes","low-income"
"3611",NA,"low-income"
"3612","yes","high-income"
"3613","no","high-income"
"3614","yes","low-income"
"3615","yes","low-income"
"3616","yes","low-income"
"3617",NA,"high-income"
"3618","yes","high-income"
"3619",NA,"low-income"
"3620","no","high-income"
"3621","yes","high-income"
"3622","no","low-income"
"3623",NA,"low-income"
"3624","yes","high-income"
"3625",NA,"high-income"
"3626",NA,"high-income"
"3627","yes","high-income"
"3628",NA,"high-income"
"3629","yes","low-income"
"3630","yes","low-income"
"3631","yes","high-income"
"3632",NA,"high-income"
"3633","yes","low-income"
"3634","yes","high-income"
"3635","yes","low-income"
"3636","yes","high-income"
"3637","yes","low-income"
"3638","yes","low-income"
"3639",NA,"low-income"
"3640","yes","low-income"
"3641",NA,"low-income"
"3642","yes","low-income"
"3643","yes","high-income"
"3644","yes","high-income"
"3645","yes","high-income"
"3646","yes","low-income"
"3647","yes","low-income"
"3648","yes","low-income"
"3649","yes","high-income"
"3650","yes","low-income"
"3651","no","low-income"
"3652","yes","high-income"
"3653","no","low-income"
"3654","no","low-income"
"3655","yes","low-income"
"3656","yes","low-income"
"3657","no","high-income"
"3658","yes","high-income"
"3659","yes","low-income"
"3660","no","high-income"
"3661","yes","high-income"
"3662",NA,"low-income"
"3663","yes","high-income"
"3664","no","low-income"
"3665","yes","high-income"
"3666","yes","high-income"
"3667","yes","high-income"
"3668",NA,"low-income"
"3669","no","low-income"
"3670",NA,"low-income"
"3671","yes","low-income"
"3672","yes","high-income"
"3673","no","high-income"
"3674","yes","low-income"
"3675","yes","low-income"
"3676","yes","low-income"
"3677","yes","low-income"
"3678","yes","low-income"
"3679","yes","high-income"
"3680","yes","low-income"
"3681","yes","low-income"
"3682","yes","low-income"
"3683","yes","low-income"
"3684","yes","high-income"
"3685","no","low-income"
"3686","yes","high-income"
"3687","yes","high-income"
"3688","yes","high-income"
"3689","yes","high-income"
"3690","yes","high-income"
"3691","yes","high-income"
"3692","yes","high-income"
"3693","yes","low-income"
"3694","no","low-income"
"3695","yes","high-income"
"3696","yes","low-income"
"3697","yes","high-income"
"3698",NA,"low-income"
"3699","no","low-income"
"3700","no","low-income"
"3701","yes","high-income"
"3702","yes","high-income"
"3703","yes","low-income"
"3704",NA,"low-income"
"3705","yes","low-income"
"3706","no","high-income"
"3707","yes","high-income"
"3708","yes","high-income"
"3709","yes","low-income"
"3710","yes","low-income"
"3711","no","high-income"
"3712","yes","low-income"
"3713","yes","high-income"
"3714","yes","high-income"
"3715","no","high-income"
"3716","yes","high-income"
"3717","yes","high-income"
"3718","yes","high-income"
"3719","yes","low-income"
"3720","no","low-income"
"3721","yes","high-income"
"3722","yes","high-income"
"3723","no","high-income"
"3724",NA,"high-income"
"3725","yes","low-income"
"3726","yes","low-income"
"3727","yes","low-income"
"3728",NA,"low-income"
"3729","no","high-income"
"3730","yes","high-income"
"3731",NA,"low-income"
"3732","yes","high-income"
"3733","yes","low-income"
"3734","yes","low-income"
"3735",NA,"low-income"
"3736","yes","high-income"
"3737","yes","low-income"
"3738","yes","high-income"
"3739","yes","high-income"
"3740","yes","high-income"
"3741","yes","high-income"
"3742",NA,"low-income"
"3743","yes","high-income"
"3744",NA,"low-income"
"3745","no","low-income"
"3746","yes","high-income"
"3747","yes","high-income"
"3748",NA,"low-income"
"3749","yes","high-income"
"3750","yes","low-income"
"3751","yes","high-income"
"3752","yes","low-income"
"3753","no","high-income"
"3754",NA,"low-income"
"3755","yes","high-income"
"3756",NA,"high-income"
"3757","yes","high-income"
"3758","yes","high-income"
"3759","yes","low-income"
"3760",NA,"low-income"
"3761","yes","high-income"
"3762","yes","low-income"
"3763","yes","low-income"
"3764",NA,"low-income"
"3765",NA,"high-income"
"3766","yes","low-income"
"3767","yes","high-income"
"3768","yes","low-income"
"3769","yes","high-income"
"3770","no","high-income"
"3771","no","low-income"
"3772","yes","low-income"
"3773",NA,"low-income"
"3774","yes","high-income"
"3775","yes","high-income"
"3776","yes","low-income"
"3777","yes","low-income"
"3778","yes","high-income"
"3779","yes","low-income"
"3780","yes","high-income"
"3781","yes","high-income"
"3782","yes","low-income"
"3783","yes","low-income"
"3784","yes","low-income"
"3785",NA,"high-income"
"3786",NA,"low-income"
"3787","yes","high-income"
"3788","yes","high-income"
"3789","yes","low-income"
"3790","yes","high-income"
"3791","no","high-income"
"3792","yes","low-income"
"3793","yes","low-income"
"3794","yes","low-income"
"3795","yes","high-income"
"3796","yes","low-income"
"3797","yes","low-income"
"3798","yes","low-income"
"3799","yes","low-income"
"3800","no","low-income"
"3801","yes","high-income"
"3802","no","high-income"
"3803",NA,"high-income"
"3804",NA,"low-income"
"3805","yes","high-income"
"3806",NA,"low-income"
"3807",NA,"low-income"
"3808","yes","high-income"
"3809","no","high-income"
"3810","yes","high-income"
"3811","yes","high-income"
"3812","yes","low-income"
"3813","yes","low-income"
"3814",NA,"low-income"
"3815","yes","low-income"
"3816","yes","high-income"
"3817","yes","low-income"
"3818",NA,"high-income"
"3819","yes","low-income"
"3820","yes","low-income"
"3821","yes","low-income"
"3822","yes","high-income"
"3823","yes","low-income"
"3824","yes","low-income"
"3825","yes","high-income"
"3826","yes","low-income"
"3827",NA,"low-income"
"3828","yes","low-income"
"3829","yes","high-income"
"3830","no","low-income"
"3831",NA,"low-income"
"3832","yes","low-income"
"3833","no","low-income"
"3834","yes","high-income"
"3835","yes","low-income"
"3836","yes","low-income"
"3837","yes","low-income"
"3838","yes","low-income"
"3839","yes","low-income"
"3840","yes","low-income"
"3841","yes","low-income"
"3842","no","low-income"
"3843","yes","low-income"
"3844",NA,"low-income"
"3845","no","low-income"
"3846",NA,"low-income"
"3847",NA,"high-income"
"3848","yes","low-income"
"3849","yes","low-income"
"3850","yes","low-income"
"3851","yes","high-income"
"3852","yes","high-income"
"3853","yes","low-income"
"3854","yes","low-income"
"3855","no","low-income"
"3856","no","low-income"
"3857","yes","low-income"
"3858",NA,"high-income"
"3859","yes","low-income"
"3860","yes","low-income"
"3861","yes","high-income"
"3862","yes","low-income"
"3863","yes","high-income"
"3864",NA,"high-income"
"3865","yes","low-income"
"3866","yes","low-income"
"3867","yes","low-income"
"3868","yes","high-income"
"3869","yes","high-income"
"3870","yes","high-income"
"3871",NA,"high-income"
"3872","yes","high-income"
"3873","yes","high-income"
"3874","yes","high-income"
"3875","yes","low-income"
"3876","no","high-income"
"3877",NA,"high-income"
"3878","yes","high-income"
"3879",NA,"high-income"
"3880","yes","high-income"
"3881","no","low-income"
"3882","yes","low-income"
"3883","yes","low-income"
"3884","yes","high-income"
"3885",NA,"high-income"
"3886","no","low-income"
"3887","yes","low-income"
"3888","no","low-income"
"3889","no","low-income"
"3890","no","low-income"
"3891","yes","low-income"
"3892","yes","low-income"
"3893","yes","high-income"
"3894","yes","low-income"
"3895","yes","low-income"
"3896",NA,"low-income"
"3897","yes","low-income"
"3898",NA,"high-income"
"3899",NA,"low-income"
"3900",NA,"low-income"
"3901","yes","low-income"
"3902","yes","low-income"
"3903","no","high-income"
"3904","yes","high-income"
"3905","no","high-income"
"3906","yes","low-income"
"3907",NA,"high-income"
"3908","yes","high-income"
"3909","yes","high-income"
"3910","yes","high-income"
"3911","yes","high-income"
"3912",NA,"low-income"
"3913",NA,"low-income"
"3914","yes","low-income"
"3915","yes","high-income"
"3916","yes","low-income"
"3917","yes","high-income"
"3918",NA,"high-income"
"3919","yes","low-income"
"3920","yes","high-income"
"3921","yes","high-income"
"3922","no","low-income"
"3923","yes","high-income"
"3924",NA,"low-income"
"3925","yes","low-income"
"3926","yes","low-income"
"3927",NA,"high-income"
"3928","yes","high-income"
"3929","yes","high-income"
"3930","yes","low-income"
"3931","yes","high-income"
"3932","yes","high-income"
"3933","yes","high-income"
"3934","no","low-income"
"3935","yes","high-income"
"3936",NA,"high-income"
"3937","yes","low-income"
"3938","no","low-income"
"3939","yes","low-income"
"3940","yes","high-income"
"3941",NA,"low-income"
"3942","no","low-income"
"3943",NA,"low-income"
"3944","yes","low-income"
"3945","yes","low-income"
"3946","yes","low-income"
"3947","no","low-income"
"3948",NA,"low-income"
"3949",NA,"low-income"
"3950","no","high-income"
"3951","yes","high-income"
"3952","yes","low-income"
"3953","yes","low-income"
"3954","yes","high-income"
"3955","yes","low-income"
"3956","yes","high-income"
"3957","yes","high-income"
"3958","yes","low-income"
"3959","yes","high-income"
"3960",NA,"low-income"
"3961","yes","low-income"
"3962",NA,"high-income"
"3963","yes","high-income"
"3964","yes","low-income"
"3965","yes","low-income"
"3966","yes","high-income"
"3967",NA,"low-income"
"3968","yes","high-income"
"3969","yes","high-income"
"3970","no","low-income"
"3971","yes","low-income"
"3972","yes","low-income"
"3973","yes","low-income"
"3974","yes","high-income"
"3975","no","low-income"
"3976",NA,"low-income"
"3977","yes","high-income"
"3978","yes","low-income"
"3979","yes","low-income"
"3980","no","low-income"
"3981","yes","high-income"
"3982",NA,"low-income"
"3983","no","low-income"
"3984","yes","low-income"
"3985",NA,"low-income"
"3986","no","low-income"
"3987","yes","low-income"
"3988","no","low-income"
"3989","yes","low-income"
"3990","yes","high-income"
"3991","no","high-income"
"3992","no","low-income"
"3993","yes","low-income"
"3994","yes","low-income"
"3995","yes","high-income"
"3996","no","low-income"
"3997","yes","high-income"
"3998","yes","high-income"
"3999","yes","high-income"
"4000","yes","low-income"
"4001","yes","low-income"
"4002","yes","low-income"
"4003","yes","low-income"
"4004","yes","high-income"
"4005","yes","high-income"
"4006","yes","low-income"
"4007","yes","high-income"
"4008","yes","low-income"
"4009","yes","high-income"
"4010","yes","low-income"
"4011","no","high-income"
"4012",NA,"low-income"
"4013","yes","high-income"
"4014","yes","low-income"
"4015","yes","high-income"
"4016","no","low-income"
"4017","yes","low-income"
"4018","yes","high-income"
"4019","yes","low-income"
"4020","no","high-income"
"4021","yes","high-income"
"4022","yes","low-income"
"4023","yes","low-income"
"4024","yes","high-income"
"4025","yes","high-income"
"4026","yes","low-income"
"4027","no","high-income"
"4028","yes","high-income"
"4029",NA,"high-income"
"4030","yes","low-income"
"4031","yes","low-income"
"4032","yes","high-income"
"4033","no","high-income"
"4034","yes","high-income"
"4035",NA,"high-income"
"4036","no","low-income"
"4037","yes","high-income"
"4038","yes","high-income"
"4039","no","low-income"
"4040","no","low-income"
"4041","yes","low-income"
"4042","yes","high-income"
"4043","yes","low-income"
"4044","yes","high-income"
"4045",NA,"high-income"
"4046","yes","low-income"
"4047",NA,"low-income"
"4048",NA,"low-income"
"4049","yes","low-income"
"4050","yes","low-income"
"4051","yes","high-income"
"4052","yes","high-income"
"4053","yes","high-income"
"4054","no","low-income"
"4055","yes","low-income"
"4056","yes","low-income"
"4057","yes","high-income"
"4058","yes","high-income"
"4059","yes","low-income"
"4060","yes","low-income"
"4061","yes","low-income"
"4062","yes","high-income"
"4063","no","low-income"
"4064","no","high-income"
"4065","yes","low-income"
"4066","yes","high-income"
"4067","yes","low-income"
"4068","yes","high-income"
"4069","yes","high-income"
"4070","yes","low-income"
"4071",NA,"low-income"
"4072","yes","low-income"
"4073","yes","high-income"
"4074","yes","high-income"
"4075",NA,"high-income"
"4076","yes","high-income"
"4077",NA,"low-income"
"4078",NA,"low-income"
"4079","yes","high-income"
"4080",NA,"low-income"
"4081",NA,"high-income"
"4082","yes","low-income"
"4083","yes","high-income"
"4084","yes","high-income"
"4085","no","low-income"
"4086","yes","low-income"
"4087","yes","low-income"
"4088","yes","high-income"
"4089","yes","high-income"
"4090","yes","low-income"
"4091","yes","low-income"
"4092","yes","low-income"
"4093","yes","low-income"
"4094","yes","high-income"
"4095","yes","low-income"
"4096","yes","low-income"
"4097","yes","low-income"
"4098","yes","high-income"
"4099","no","low-income"
"4100","no","low-income"
"4101","yes","low-income"
"4102","no","high-income"
"4103","yes","low-income"
"4104",NA,"low-income"
"4105","no","low-income"
"4106","yes","low-income"
"4107","yes","low-income"
"4108","yes","high-income"
"4109","yes","high-income"
"4110",NA,"high-income"
"4111","yes","high-income"
"4112","yes","low-income"
"4113","no","high-income"
"4114","yes","low-income"
"4115",NA,"low-income"
"4116","yes","low-income"
"4117","yes","high-income"
"4118","yes","low-income"
"4119","yes","high-income"
"4120","yes","high-income"
"4121","yes","low-income"
"4122","yes","high-income"
"4123","no","low-income"
"4124",NA,"high-income"
"4125","yes","high-income"
"4126",NA,"low-income"
"4127",NA,"high-income"
"4128",NA,"low-income"
"4129","no","high-income"
"4130","yes","high-income"
"4131","yes","low-income"
"4132","yes","low-income"
"4133","yes","high-income"
"4134",NA,"high-income"
"4135","yes","low-income"
"4136",NA,"low-income"
"4137","yes","low-income"
"4138","yes","low-income"
"4139","yes","low-income"
"4140",NA,"high-income"
"4141","yes","low-income"
"4142","yes","high-income"
"4143","yes","high-income"
"4144","yes","low-income"
"4145",NA,"low-income"
"4146","yes","low-income"
"4147","yes","low-income"
"4148","no","low-income"
"4149","no","high-income"
"4150","yes","high-income"
"4151","yes","low-income"
"4152",NA,"high-income"
"4153","yes","high-income"
"4154","yes","high-income"
"4155","yes","low-income"
"4156","yes","high-income"
"4157","yes","low-income"
"4158","yes","low-income"
"4159","yes","high-income"
"4160","yes","low-income"
"4161","yes","high-income"
"4162","yes","low-income"
"4163","yes","low-income"
"4164","yes","high-income"
"4165","yes","low-income"
"4166",NA,"low-income"
"4167","yes","low-income"
"4168","yes","low-income"
"4169","yes","high-income"
"4170","yes","high-income"
"4171","yes","low-income"
"4172","yes","high-income"
"4173","yes","low-income"
"4174","yes","high-income"
"4175","yes","low-income"
"4176","yes","low-income"
"4177","no","high-income"
"4178","no","high-income"
"4179","yes","low-income"
"4180","yes","low-income"
"4181","yes","low-income"
"4182","yes","low-income"
"4183","yes","low-income"
"4184",NA,"low-income"
"4185",NA,"high-income"
"4186","yes","high-income"
"4187","yes","high-income"
"4188","yes","low-income"
"4189","yes","high-income"
"4190","no","low-income"
"4191","no","low-income"
"4192","yes","high-income"
"4193","yes","high-income"
"4194","yes","high-income"
"4195",NA,"low-income"
"4196","no","low-income"
"4197","yes","low-income"
"4198","yes","high-income"
"4199","no","low-income"
"4200","no","high-income"
"4201","yes","high-income"
"4202","yes","high-income"
"4203","yes","high-income"
"4204",NA,"high-income"
"4205",NA,"low-income"
"4206","no","high-income"
"4207","yes","high-income"
"4208","yes","low-income"
"4209","yes","high-income"
"4210",NA,"low-income"
"4211","yes","low-income"
"4212","yes","low-income"
"4213",NA,"high-income"
"4214","yes","low-income"
"4215",NA,"low-income"
"4216","yes","low-income"
"4217","yes","low-income"
"4218","yes","low-income"
"4219","yes","low-income"
"4220","no","high-income"
"4221","no","low-income"
"4222","yes","high-income"
"4223","yes","high-income"
"4224","yes","low-income"
"4225","yes","low-income"
"4226","yes","low-income"
"4227","yes","low-income"
"4228","yes","high-income"
"4229","yes","low-income"
"4230",NA,"low-income"
"4231","yes","low-income"
"4232",NA,"high-income"
"4233","yes","low-income"
"4234","yes","low-income"
"4235","yes","high-income"
"4236","no","low-income"
"4237","yes","low-income"
"4238","yes","low-income"
"4239","yes","high-income"
"4240","no","high-income"
"4241","yes","low-income"
"4242","no","low-income"
"4243","no","high-income"
"4244","yes","low-income"
"4245",NA,"low-income"
"4246","yes","low-income"
"4247","yes","high-income"
"4248","yes","high-income"
"4249","no","high-income"
"4250","yes","high-income"
"4251","no","high-income"
"4252","yes","high-income"
"4253","yes","high-income"
"4254","no","low-income"
"4255","yes","high-income"
"4256",NA,"low-income"
"4257",NA,"low-income"
"4258","yes","high-income"
"4259","yes","high-income"
"4260","yes","high-income"
"4261","yes","low-income"
"4262","yes","low-income"
"4263","no","high-income"
"4264","yes","high-income"
"4265","yes","high-income"
"4266","yes","low-income"
"4267",NA,"low-income"
"4268",NA,"high-income"
"4269","no","low-income"
"4270","no","low-income"
"4271","no","high-income"
"4272","yes","low-income"
"4273","yes","high-income"
"4274","no","low-income"
"4275","no","low-income"
"4276","yes","low-income"
"4277",NA,"low-income"
"4278","yes","low-income"
"4279","yes","low-income"
"4280","yes","high-income"
"4281","yes","low-income"
"4282","yes","low-income"
"4283",NA,"high-income"
"4284","yes","low-income"
"4285","yes","low-income"
"4286","yes","high-income"
"4287","no","low-income"
"4288","yes","high-income"
"4289","yes","high-income"
"4290","yes","low-income"
"4291",NA,"high-income"
"4292","yes","low-income"
"4293","no","low-income"
"4294","yes","low-income"
"4295","yes","low-income"
"4296","yes","low-income"
"4297","yes","low-income"
"4298","yes","high-income"
"4299","yes","high-income"
"4300","yes","low-income"
"4301","no","high-income"
"4302",NA,"high-income"
"4303","yes","low-income"
"4304",NA,"high-income"
"4305",NA,"high-income"
"4306","yes","high-income"
"4307","yes","low-income"
"4308","no","high-income"
"4309","yes","low-income"
"4310",NA,"low-income"
"4311","yes","high-income"
"4312","yes","high-income"
"4313","no","low-income"
"4314",NA,"high-income"
"4315","no","high-income"
"4316","yes","low-income"
"4317","yes","low-income"
"4318",NA,"low-income"
"4319","yes","high-income"
"4320","yes","high-income"
"4321","yes","high-income"
"4322",NA,"low-income"
"4323","yes","low-income"
"4324","yes","high-income"
"4325","no","low-income"
"4326","yes","high-income"
"4327","yes","low-income"
"4328","yes","high-income"
"4329","yes","high-income"
"4330","yes","low-income"
"4331","yes","low-income"
"4332","yes","high-income"
"4333","yes","low-income"
"4334","no","high-income"
"4335","yes","high-income"
"4336","yes","low-income"
"4337","yes","low-income"
"4338","yes","low-income"
"4339","no","high-income"
"4340","yes","low-income"
"4341","yes","low-income"
"4342","yes","low-income"
"4343","yes","high-income"
"4344","yes","low-income"
"4345",NA,"low-income"
"4346","yes","low-income"
"4347","yes","high-income"
"4348","no","high-income"
"4349","yes","low-income"
"4350","yes","high-income"
"4351","yes","low-income"
"4352",NA,"high-income"
"4353","yes","low-income"
"4354","yes","low-income"
"4355","yes","high-income"
"4356","yes","low-income"
"4357","yes","low-income"
"4358","yes","low-income"
"4359","yes","low-income"
"4360",NA,"high-income"
"4361","yes","low-income"
"4362","yes","high-income"
"4363","yes","high-income"
"4364",NA,"low-income"
"4365",NA,"low-income"
"4366","yes","high-income"
"4367","no","high-income"
"4368","yes","low-income"
"4369","no","low-income"
"4370","yes","low-income"
"4371","yes","high-income"
"4372","yes","low-income"
"4373","yes","low-income"
"4374","no","high-income"
"4375","yes","high-income"
"4376",NA,"low-income"
"4377","yes","high-income"
"4378","yes","low-income"
"4379","yes","low-income"
"4380","yes","high-income"
"4381","yes","high-income"
"4382","yes","high-income"
"4383","yes","high-income"
"4384","yes","high-income"
"4385","yes","high-income"
"4386","yes","high-income"
"4387","yes","low-income"
"4388","yes","high-income"
"4389","no","high-income"
"4390","no","high-income"
"4391","yes","high-income"
"4392",NA,"high-income"
"4393",NA,"high-income"
"4394","yes","low-income"
"4395","yes","high-income"
"4396","no","high-income"
"4397","no","low-income"
"4398","yes","high-income"
"4399",NA,"low-income"
"4400","no","low-income"
"4401","yes","low-income"
"4402","yes","high-income"
"4403","yes","high-income"
"4404",NA,"high-income"
"4405","no","low-income"
"4406","yes","high-income"
"4407","yes","low-income"
"4408","yes","low-income"
"4409",NA,"low-income"
"4410","yes","high-income"
"4411","yes","low-income"
"4412",NA,"high-income"
"4413","yes","high-income"
"4414","yes","high-income"
"4415","yes","high-income"
"4416","yes","high-income"
"4417","yes","low-income"
"4418","yes","high-income"
"4419","no","low-income"
"4420","yes","low-income"
"4421",NA,"low-income"
"4422","yes","high-income"
"4423","yes","high-income"
"4424","no","low-income"
"4425","yes","low-income"
"4426","yes","high-income"
"4427","yes","high-income"
"4428","yes","high-income"
"4429",NA,"low-income"
"4430","yes","low-income"
"4431","yes","high-income"
"4432","no","low-income"
"4433","yes","low-income"
"4434",NA,"low-income"
"4435","yes","high-income"
"4436","yes","high-income"
"4437","yes","high-income"
"4438","yes","high-income"
"4439","yes","high-income"
"4440","yes","high-income"
"4441","yes","high-income"
"4442","yes","high-income"
"4443","yes","low-income"
"4444","yes","high-income"
"4445","yes","low-income"
"4446","yes","low-income"
"4447","no","low-income"
"4448","no","high-income"
"4449","no","low-income"
"4450","yes","low-income"
"4451","yes","high-income"
"4452",NA,"high-income"
"4453","yes","high-income"
"4454","yes","high-income"
"4455",NA,"high-income"
"4456","yes","low-income"
"4457","yes","low-income"
"4458","yes","high-income"
"4459","yes","high-income"
"4460","yes","low-income"
"4461","yes","low-income"
"4462","yes","high-income"
"4463","yes","high-income"
"4464","no","low-income"
"4465","yes","high-income"
"4466","yes","high-income"
"4467","no","low-income"
"4468","no","low-income"
"4469","yes","high-income"
"4470","yes","high-income"
"4471","yes","low-income"
"4472","no","high-income"
"4473","no","high-income"
"4474","yes","low-income"
"4475","no","low-income"
"4476","yes","high-income"
"4477","yes","high-income"
"4478","yes","low-income"
"4479","yes","high-income"
"4480","yes","low-income"
"4481","yes","low-income"
"4482","yes","high-income"
"4483",NA,"low-income"
"4484","yes","high-income"
"4485","yes","high-income"
"4486",NA,"low-income"
"4487","yes","high-income"
"4488","yes","high-income"
"4489",NA,"high-income"
"4490","yes","low-income"
"4491","no","high-income"
"4492","yes","low-income"
"4493","yes","high-income"
"4494","no","high-income"
"4495","yes","low-income"
"4496","no","low-income"
"4497","yes","high-income"
"4498","yes","high-income"
"4499",NA,"high-income"
"4500","yes","high-income"
"4501","yes","high-income"
"4502","yes","low-income"
"4503",NA,"high-income"
"4504","yes","high-income"
"4505","yes","high-income"
"4506","yes","high-income"
"4507","no","high-income"
"4508","yes","high-income"
"4509",NA,"low-income"
"4510","no","low-income"
"4511","yes","high-income"
"4512","yes","low-income"
"4513","no","low-income"
"4514","yes","high-income"
"4515","yes","low-income"
"4516","no","low-income"
"4517","yes","high-income"
"4518","yes","low-income"
"4519","yes","high-income"
"4520","yes","low-income"
"4521","no","high-income"
"4522","yes","high-income"
"4523",NA,"low-income"
"4524","yes","low-income"
"4525","yes","high-income"
"4526","yes","high-income"
"4527","yes","low-income"
"4528","yes","low-income"
"4529","yes","high-income"
"4530","no","low-income"
"4531","yes","high-income"
"4532","yes","low-income"
"4533","yes","high-income"
"4534","yes","low-income"
"4535","yes","low-income"
"4536","yes","high-income"
"4537","yes","high-income"
"4538","yes","low-income"
"4539","no","high-income"
"4540",NA,"low-income"
"4541","yes","high-income"
"4542","no","high-income"
"4543","yes","high-income"
"4544","yes","high-income"
"4545","yes","high-income"
"4546","no","low-income"
"4547","yes","low-income"
"4548","yes","low-income"
"4549","yes","low-income"
"4550",NA,"high-income"
"4551","yes","high-income"
"4552","yes","low-income"
"4553","yes","high-income"
"4554","yes","low-income"
"4555","yes","high-income"
"4556","yes","high-income"
"4557","yes","low-income"
"4558","yes","high-income"
"4559","yes","high-income"
"4560","no","low-income"
"4561","yes","high-income"
"4562","yes","low-income"
"4563","yes","high-income"
"4564","yes","low-income"
"4565","yes","low-income"
"4566","yes","low-income"
"4567","yes","high-income"
"4568","no","high-income"
"4569","yes","high-income"
"4570","yes","low-income"
"4571","yes","high-income"
"4572","yes","high-income"
"4573","yes","low-income"
"4574",NA,"high-income"
"4575","yes","high-income"
"4576","yes","low-income"
"4577",NA,"low-income"
"4578",NA,"low-income"
"4579","yes","high-income"
"4580","yes","low-income"
"4581","yes","low-income"
"4582","yes","high-income"
"4583","yes","low-income"
"4584","yes","low-income"
"4585","yes","high-income"
"4586","no","high-income"
"4587","yes","low-income"
"4588","yes","high-income"
"4589","yes","low-income"
"4590","yes","high-income"
"4591","yes","low-income"
"4592","yes","low-income"
"4593","yes","low-income"
"4594","yes","high-income"
"4595","yes","low-income"
"4596","yes","low-income"
"4597","yes","low-income"
"4598","yes","high-income"
"4599","no","low-income"
"4600","no","high-income"
"4601","yes","low-income"
"4602","yes","low-income"
"4603","no","low-income"
"4604","no","low-income"
"4605","yes","low-income"
"4606","yes","high-income"
"4607",NA,"low-income"
"4608",NA,"high-income"
"4609","yes","high-income"
"4610","yes","high-income"
"4611","yes","high-income"
"4612","yes","high-income"
"4613","yes","low-income"
"4614","no","low-income"
"4615","yes","high-income"
"4616","no","low-income"
"4617","yes","low-income"
"4618","yes","high-income"
"4619","yes","low-income"
"4620","yes","low-income"
"4621","yes","low-income"
"4622","yes","low-income"
"4623","yes","low-income"
"4624","yes","high-income"
"4625","yes","high-income"
"4626","no","high-income"
"4627","yes","high-income"
"4628","yes","high-income"
"4629","yes","high-income"
"4630","yes","high-income"
"4631",NA,"high-income"
"4632","yes","high-income"
"4633","yes","low-income"
"4634",NA,"high-income"
"4635","yes","low-income"
"4636",NA,"low-income"
"4637","yes","high-income"
"4638","yes","high-income"
"4639",NA,"low-income"
"4640","no","high-income"
"4641",NA,"low-income"
"4642",NA,"high-income"
"4643","yes","high-income"
"4644","yes","high-income"
"4645",NA,"low-income"
"4646","no","high-income"
"4647","yes","high-income"
"4648",NA,"low-income"
"4649","yes","high-income"
"4650","yes","high-income"
"4651","yes","high-income"
"4652",NA,"high-income"
"4653","no","low-income"
"4654","yes","high-income"
"4655","yes","low-income"
"4656",NA,"high-income"
"4657","yes","high-income"
"4658","yes","high-income"
"4659","yes","low-income"
"4660","yes","high-income"
"4661","yes","low-income"
